epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,318.771,1.32464,0.88923,1.21931,0.73224,0.58004,0.62061,0.35705,1.48319,1.11679,1.47771,0.00160099,0.00160099,0.00160099
14,338.053,1.30597,0.87336,1.20558,0.79116,0.54842,0.61598,0.36087,1.50626,1.07475,1.51952,0.00159549,0.00159549,0.00159549
15,357.31,1.32518,0.877,1.22183,0.81114,0.54739,0.62065,0.36102,1.43282,1.21039,1.44684,0.00158998,0.00158998,0.00158998
16,376.463,1.29177,0.84412,1.1996,0.83321,0.56944,0.63947,0.37783,1.4313,1.03545,1.43233,0.00158448,0.00158448,0.00158448
17,395.815,1.30353,0.85448,1.2061,0.82219,0.58674,0.63875,0.38059,1.41173,1.03235,1.41533,0.00157898,0.00157898,0.00157898
18,415.049,1.25678,0.80946,1.16323,0.81132,0.59048,0.65767,0.37999,1.47173,1.03134,1.44002,0.00157348,0.00157348,0.00157348
19,434.27,1.25558,0.79881,1.18602,0.7231,0.58164,0.6219,0.36723,1.44647,1.09212,1.42943,0.00156798,0.00156798,0.00156798
20,453.339,1.26212,0.80386,1.17794,0.68036,0.61534,0.64082,0.38779,1.40638,0.95566,1.41288,0.00156248,0.00156248,0.00156248
21,472.463,1.23018,0.7659,1.15536,0.80588,0.59427,0.67299,0.39557,1.45753,0.98737,1.42956,0.00155698,0.00155698,0.00155698
22,491.787,1.23133,0.76411,1.14933,0.77738,0.61355,0.67268,0.39111,1.50041,1.07979,1.47042,0.00155148,0.00155148,0.00155148
23,511.084,1.24351,0.79649,1.16539,0.82762,0.63153,0.70391,0.41512,1.41994,0.97225,1.40568,0.00154598,0.00154598,0.00154598
24,530.229,1.21805,0.76441,1.14285,0.76443,0.63962,0.69351,0.40975,1.39308,1.00209,1.39177,0.00154047,0.00154047,0.00154047
25,549.368,1.20507,0.74871,1.14872,0.75308,0.62214,0.68251,0.39996,1.36995,0.96298,1.38655,0.00153497,0.00153497,0.00153497
26,568.444,1.19778,0.74865,1.12414,0.83245,0.58956,0.66543,0.39555,1.38609,1.0178,1.39646,0.00152947,0.00152947,0.00152947
27,587.693,1.16967,0.71904,1.1237,0.77867,0.65011,0.69072,0.4133,1.38687,0.94904,1.37238,0.00152397,0.00152397,0.00152397
28,606.921,1.20464,0.74125,1.1367,0.80339,0.63641,0.70334,0.41736,1.36723,0.9216,1.37246,0.00151847,0.00151847,0.00151847
29,626.278,1.18479,0.73317,1.12946,0.82365,0.62143,0.69225,0.40459,1.37717,1.11558,1.37522,0.00151297,0.00151297,0.00151297
30,645.454,1.1906,0.73709,1.13654,0.79222,0.67521,0.72294,0.43023,1.39626,0.89945,1.40981,0.00150747,0.00150747,0.00150747
31,664.582,1.20323,0.73457,1.13538,0.84257,0.62142,0.70675,0.41944,1.37161,0.91075,1.37783,0.00150197,0.00150197,0.00150197
32,683.79,1.16046,0.70703,1.12347,0.8066,0.6466,0.71625,0.42533,1.37338,0.92785,1.40098,0.00149647,0.00149647,0.00149647
33,702.987,1.15703,0.7047,1.12355,0.8269,0.66156,0.72599,0.43503,1.30941,0.95573,1.34754,0.00149096,0.00149096,0.00149096
34,722.302,1.14817,0.69412,1.10868,0.85032,0.64821,0.71153,0.43837,1.35031,0.91109,1.3701,0.00148546,0.00148546,0.00148546
35,741.646,1.1474,0.69311,1.10737,0.78483,0.66434,0.71563,0.42847,1.32742,0.84582,1.36088,0.00147996,0.00147996,0.00147996
36,760.774,1.15493,0.69554,1.11353,0.81194,0.67074,0.742,0.44007,1.29592,0.91113,1.32532,0.00147446,0.00147446,0.00147446
37,779.949,1.155,0.71229,1.12233,0.82389,0.65939,0.73575,0.43717,1.34886,0.87055,1.37272,0.00146896,0.00146896,0.00146896
38,799.218,1.12761,0.68151,1.10327,0.78436,0.62086,0.69504,0.41643,1.35579,0.90868,1.37189,0.00146346,0.00146346,0.00146346
39,818.404,1.13736,0.68303,1.10443,0.82549,0.67668,0.73036,0.44346,1.32446,0.86446,1.34111,0.00145796,0.00145796,0.00145796
40,837.579,1.13094,0.67814,1.11017,0.79119,0.69545,0.74967,0.4425,1.32217,0.89026,1.34997,0.00145246,0.00145246,0.00145246
41,856.755,1.13454,0.67906,1.1087,0.77852,0.70817,0.75766,0.45588,1.31378,0.97098,1.33139,0.00144696,0.00144696,0.00144696
42,876.043,1.13681,0.67767,1.1077,0.81666,0.66457,0.74833,0.4505,1.31637,0.84907,1.33914,0.00144145,0.00144145,0.00144145
43,895.392,1.11872,0.66581,1.09613,0.79739,0.7035,0.75106,0.44254,1.36648,0.98705,1.38692,0.00143595,0.00143595,0.00143595
44,914.572,1.09817,0.64848,1.07944,0.84415,0.69354,0.74023,0.43833,1.3197,0.90661,1.34429,0.00143045,0.00143045,0.00143045
45,933.812,1.10989,0.6622,1.09257,0.79705,0.69148,0.73176,0.44442,1.34091,0.89088,1.35516,0.00142495,0.00142495,0.00142495
46,952.933,1.14361,0.66331,1.09963,0.85753,0.68042,0.75498,0.45384,1.28326,0.83435,1.30962,0.00141945,0.00141945,0.00141945
47,972.268,1.09756,0.63638,1.06991,0.82248,0.6999,0.75479,0.45738,1.31315,0.78382,1.34932,0.00141395,0.00141395,0.00141395
48,991.365,1.08705,0.63545,1.08738,0.8531,0.66395,0.75726,0.45989,1.33145,0.81327,1.36402,0.00140845,0.00140845,0.00140845
49,1010.68,1.12057,0.66751,1.10622,0.83552,0.69756,0.76242,0.45424,1.31108,0.89779,1.34104,0.00140295,0.00140295,0.00140295
50,1030,1.09308,0.62979,1.07381,0.84545,0.69212,0.76199,0.45422,1.32215,0.83722,1.34438,0.00139745,0.00139745,0.00139745
51,1049.2,1.09554,0.63415,1.08071,0.80118,0.70041,0.76003,0.45482,1.32881,0.87343,1.35917,0.00139195,0.00139195,0.00139195
52,1068.48,1.09187,0.64201,1.07642,0.85235,0.67842,0.75355,0.44815,1.33591,0.83591,1.34326,0.00138644,0.00138644,0.00138644
53,1087.57,1.08454,0.63391,1.07745,0.85519,0.69811,0.788,0.46302,1.30806,0.82612,1.33916,0.00138094,0.00138094,0.00138094
54,1106.73,1.08429,0.62925,1.0656,0.8709,0.71842,0.79898,0.47554,1.30672,0.78121,1.3512,0.00137544,0.00137544,0.00137544
55,1125.9,1.07355,0.62536,1.07205,0.86568,0.68267,0.78644,0.46593,1.28786,0.88516,1.31354,0.00136994,0.00136994,0.00136994
56,1145.1,1.09745,0.6252,1.07538,0.84789,0.71002,0.77382,0.45927,1.29353,0.86376,1.31271,0.00136444,0.00136444,0.00136444
57,1164.3,1.07051,0.61467,1.06599,0.85268,0.72909,0.78607,0.47089,1.29656,0.87601,1.33277,0.00135894,0.00135894,0.00135894
58,1183.53,1.07225,0.6069,1.06172,0.86044,0.71781,0.79043,0.47254,1.31832,0.85854,1.316,0.00135344,0.00135344,0.00135344
59,1202.55,1.07914,0.62832,1.08343,0.8422,0.69238,0.77341,0.46976,1.28152,0.828,1.31866,0.00134794,0.00134794,0.00134794
60,1221.84,1.05159,0.61269,1.05941,0.84329,0.69027,0.77991,0.47624,1.30573,0.80365,1.34288,0.00134244,0.00134244,0.00134244
61,1241.08,1.06326,0.60793,1.05929,0.84885,0.73006,0.79394,0.47988,1.27544,0.83655,1.31173,0.00133693,0.00133693,0.00133693
62,1260.24,1.05647,0.59997,1.05868,0.86019,0.73296,0.79582,0.48318,1.30385,0.81747,1.34413,0.00133143,0.00133143,0.00133143
63,1279.48,1.07106,0.61544,1.05777,0.8054,0.73696,0.78717,0.4757,1.28703,0.83867,1.31611,0.00132593,0.00132593,0.00132593
64,1298.81,1.06092,0.60825,1.0609,0.82207,0.75749,0.8008,0.47826,1.25144,0.8252,1.28654,0.00132043,0.00132043,0.00132043
65,1318.15,1.04577,0.59856,1.05203,0.89083,0.73671,0.80258,0.47994,1.25807,0.77873,1.27947,0.00131493,0.00131493,0.00131493
66,1337.32,1.05375,0.59966,1.05778,0.83888,0.73581,0.80487,0.48099,1.32483,0.82115,1.33805,0.00130943,0.00130943,0.00130943
67,1356.59,1.0261,0.58022,1.04116,0.87983,0.75463,0.81201,0.48971,1.25711,0.77753,1.29829,0.00130393,0.00130393,0.00130393
68,1375.92,1.04363,0.58785,1.04171,0.87935,0.72051,0.80662,0.48283,1.25878,0.80513,1.30878,0.00129843,0.00129843,0.00129843
69,1395.11,1.05973,0.60512,1.05822,0.8833,0.71892,0.7984,0.47154,1.2741,0.82673,1.29608,0.00129293,0.00129293,0.00129293
70,1414.28,1.04879,0.58722,1.05045,0.86417,0.72294,0.79815,0.49045,1.27355,0.81906,1.31208,0.00128742,0.00128742,0.00128742
71,1433.55,1.04086,0.59975,1.04595,0.84106,0.73806,0.80788,0.48547,1.26325,0.82188,1.31595,0.00128192,0.00128192,0.00128192
72,1452.78,1.02937,0.58289,1.04139,0.84617,0.72922,0.79755,0.4802,1.22133,0.80333,1.26897,0.00127642,0.00127642,0.00127642
73,1472.11,1.0169,0.57037,1.03362,0.87165,0.75375,0.81271,0.48993,1.23848,0.78716,1.27189,0.00127092,0.00127092,0.00127092
74,1491.47,1.02557,0.58036,1.04415,0.86909,0.72007,0.80795,0.48298,1.28461,0.78076,1.30167,0.00126542,0.00126542,0.00126542
75,1510.59,1.04314,0.59648,1.05686,0.85833,0.71952,0.79057,0.4868,1.26305,0.7598,1.30176,0.00125992,0.00125992,0.00125992
76,1529.84,1.03137,0.58094,1.04067,0.90954,0.72759,0.81403,0.48737,1.30213,0.76748,1.32226,0.00125442,0.00125442,0.00125442
77,1549.05,1.0238,0.57702,1.04101,0.86989,0.73664,0.8147,0.4972,1.24988,0.7689,1.28694,0.00124892,0.00124892,0.00124892
78,1568.22,1.02611,0.5779,1.04399,0.8681,0.74084,0.81431,0.50009,1.27898,0.77835,1.30951,0.00124342,0.00124342,0.00124342
79,1587.46,1.02664,0.57467,1.04996,0.86582,0.73195,0.80889,0.48284,1.27931,0.80051,1.29833,0.00123791,0.00123791,0.00123791
80,1606.73,1.00856,0.56161,1.03026,0.84246,0.73827,0.78907,0.47423,1.26289,0.85274,1.31392,0.00123241,0.00123241,0.00123241
81,1625.91,1.01729,0.5718,1.04231,0.82298,0.74315,0.79562,0.47856,1.24181,0.89097,1.30788,0.00122691,0.00122691,0.00122691
82,1645.17,1.02797,0.57961,1.04338,0.84305,0.73079,0.80281,0.48723,1.27473,0.79626,1.30816,0.00122141,0.00122141,0.00122141
83,1664.45,1.03066,0.57595,1.05435,0.88862,0.73244,0.81792,0.49396,1.25328,0.73507,1.29747,0.00121591,0.00121591,0.00121591
84,1683.62,1.01435,0.55711,1.03878,0.85429,0.75737,0.81848,0.49683,1.26292,0.76649,1.31848,0.00121041,0.00121041,0.00121041
85,1702.85,1.02237,0.56045,1.03737,0.86406,0.74127,0.80577,0.47973,1.30245,0.77126,1.33298,0.00120491,0.00120491,0.00120491
86,1722.02,1.00247,0.55409,1.0261,0.86639,0.74508,0.80885,0.49964,1.2745,0.75459,1.32054,0.00119941,0.00119941,0.00119941
87,1741.2,1.00525,0.55103,1.02803,0.83773,0.73962,0.80861,0.49488,1.28005,0.75096,1.31911,0.00119391,0.00119391,0.00119391
88,1760.37,1.01707,0.57281,1.041,0.83302,0.75703,0.81305,0.49068,1.22694,0.73773,1.28246,0.0011884,0.0011884,0.0011884
89,1779.62,1.01278,0.55734,1.03365,0.88803,0.7448,0.81646,0.50177,1.27,0.69995,1.32969,0.0011829,0.0011829,0.0011829
90,1798.79,0.99283,0.54714,1.01885,0.84089,0.76809,0.82985,0.50553,1.29309,0.72012,1.32735,0.0011774,0.0011774,0.0011774
91,1820.01,0.99079,0.54779,1.02408,0.86765,0.75384,0.8205,0.49341,1.26965,0.73906,1.31199,0.0011719,0.0011719,0.0011719
92,1841.14,0.99798,0.55098,1.03137,0.8736,0.73677,0.80665,0.49508,1.23668,0.73613,1.29301,0.0011664,0.0011664,0.0011664
93,1862.12,0.9976,0.55464,1.02896,0.87406,0.75976,0.82258,0.49653,1.26421,0.72751,1.32267,0.0011609,0.0011609,0.0011609
94,1883.11,0.97972,0.54201,1.02089,0.88182,0.76658,0.83312,0.50668,1.25871,0.73431,1.31925,0.0011554,0.0011554,0.0011554
95,1903.22,0.98206,0.54163,1.01825,0.85885,0.78129,0.82817,0.50282,1.26829,0.73829,1.30149,0.0011499,0.0011499,0.0011499
96,1925.3,1.0013,0.5489,1.02616,0.84413,0.75926,0.82534,0.49649,1.25556,0.76579,1.30011,0.0011444,0.0011444,0.0011444
97,1946.79,0.99996,0.54868,1.0245,0.87729,0.74148,0.82266,0.49701,1.27748,0.79507,1.32358,0.00113889,0.00113889,0.00113889
98,1967.88,0.99888,0.55139,1.02133,0.83818,0.75648,0.81679,0.50543,1.24735,0.78187,1.31582,0.00113339,0.00113339,0.00113339
99,1989.2,0.98931,0.5464,1.02362,0.86804,0.76749,0.81808,0.50706,1.23225,0.72897,1.29526,0.00112789,0.00112789,0.00112789
100,2010.51,0.98606,0.53512,1.01677,0.86071,0.73674,0.80926,0.49505,1.25732,0.75213,1.29353,0.00112239,0.00112239,0.00112239
101,2031.42,0.97916,0.52807,1.01432,0.88407,0.75497,0.82648,0.508,1.24925,0.73568,1.28683,0.00111689,0.00111689,0.00111689
102,2052.29,0.97019,0.52957,1.02155,0.85137,0.76762,0.82257,0.50967,1.25749,0.70457,1.31248,0.00111139,0.00111139,0.00111139
103,2073.28,0.97048,0.531,1.01646,0.84268,0.7862,0.8373,0.51223,1.24372,0.71517,1.30676,0.00110589,0.00110589,0.00110589
104,2094.58,0.97123,0.5359,1.01573,0.86241,0.7825,0.83409,0.51394,1.22766,0.70618,1.29436,0.00110039,0.00110039,0.00110039
105,2115.66,0.97287,0.52691,1.01462,0.85108,0.75827,0.82037,0.49788,1.2393,0.73075,1.28303,0.00109489,0.00109489,0.00109489
106,2136.66,0.95989,0.52547,1.00585,0.84472,0.77615,0.84311,0.50742,1.24524,0.75505,1.289,0.00108938,0.00108938,0.00108938
107,2157.55,0.98039,0.54182,1.02452,0.88372,0.75835,0.83072,0.50849,1.24393,0.73363,1.30638,0.00108388,0.00108388,0.00108388
108,2178.82,0.96309,0.52932,1.01868,0.83054,0.78409,0.82565,0.49573,1.25436,0.71971,1.30405,0.00107838,0.00107838,0.00107838
109,2199.86,0.95166,0.51199,1.00857,0.84921,0.77423,0.83124,0.50855,1.20851,0.72212,1.26238,0.00107288,0.00107288,0.00107288
110,2220.83,0.96335,0.52379,1.01483,0.85806,0.80087,0.83919,0.51226,1.23909,0.69852,1.27661,0.00106738,0.00106738,0.00106738
111,2241.94,0.9522,0.51603,1.01276,0.87787,0.78877,0.84663,0.51627,1.24268,0.67343,1.31015,0.00106188,0.00106188,0.00106188
112,2263.42,0.97134,0.53187,1.01453,0.87487,0.78211,0.84452,0.51357,1.2523,0.71675,1.32089,0.00105638,0.00105638,0.00105638
113,2284.73,0.9687,0.51676,1.00796,0.86711,0.77033,0.83922,0.50922,1.24504,0.69678,1.2717,0.00105088,0.00105088,0.00105088
114,2305.93,0.96464,0.52046,1.01648,0.90607,0.7638,0.82551,0.50781,1.22994,0.68835,1.29522,0.00104538,0.00104538,0.00104538
115,2327.79,0.94996,0.5136,1.00341,0.84265,0.78865,0.82832,0.49706,1.23784,0.69421,1.30098,0.00103987,0.00103987,0.00103987
116,2348.92,0.95353,0.52021,1.01209,0.88328,0.78133,0.84451,0.51042,1.25384,0.71486,1.3182,0.00103437,0.00103437,0.00103437
117,2370.32,0.96094,0.5211,1.01672,0.87441,0.74427,0.82564,0.50263,1.23024,0.71982,1.29028,0.00102887,0.00102887,0.00102887
118,2393.72,0.95326,0.51489,0.99922,0.88013,0.76445,0.83636,0.51236,1.23984,0.72549,1.30393,0.00102337,0.00102337,0.00102337
119,2415.94,0.94259,0.51296,1.00362,0.85672,0.77773,0.8342,0.50399,1.23433,0.69403,1.29602,0.00101787,0.00101787,0.00101787
120,2437.44,0.95517,0.51343,1.00466,0.87616,0.78223,0.84576,0.5267,1.20486,0.68745,1.26109,0.00101237,0.00101237,0.00101237
121,2459,0.95935,0.5175,1.00469,0.87435,0.75981,0.83729,0.51015,1.21349,0.74975,1.2706,0.00100687,0.00100687,0.00100687
122,2480.47,0.95156,0.51789,1.00713,0.85784,0.80172,0.84643,0.52083,1.22636,0.73013,1.26608,0.00100137,0.00100137,0.00100137
123,2502.06,0.93482,0.5127,0.99553,0.88382,0.74947,0.81658,0.49262,1.23236,0.73148,1.29106,0.000995866,0.000995866,0.000995866
124,2523.77,0.95326,0.51645,1.01689,0.8767,0.75573,0.83102,0.50778,1.22436,0.69893,1.28694,0.000990365,0.000990365,0.000990365
125,2545.56,0.9329,0.5048,0.9937,0.86248,0.75815,0.83606,0.51139,1.21258,0.69297,1.27245,0.000984864,0.000984864,0.000984864
126,2565.9,0.94127,0.50875,1.00409,0.86405,0.80639,0.84634,0.51421,1.22547,0.66839,1.28435,0.000979362,0.000979362,0.000979362
127,2586.02,0.94445,0.51667,1.00642,0.87242,0.78535,0.84178,0.50828,1.22098,0.7205,1.27083,0.000973861,0.000973861,0.000973861
128,2606.24,0.94991,0.50739,1.00565,0.89306,0.76135,0.83958,0.50954,1.22405,0.70868,1.28173,0.00096836,0.00096836,0.00096836
129,2626.57,0.91844,0.49186,0.98559,0.8632,0.78884,0.84825,0.52129,1.21445,0.68292,1.28378,0.000962859,0.000962859,0.000962859
130,2646.69,0.91434,0.49301,0.99215,0.87445,0.78133,0.84313,0.51674,1.23262,0.70685,1.28211,0.000957358,0.000957358,0.000957358
131,2667.58,0.9425,0.49746,0.99496,0.85867,0.80958,0.85118,0.50851,1.24182,0.64548,1.30682,0.000951857,0.000951857,0.000951857
132,2688.88,0.93709,0.50222,0.9946,0.86535,0.78895,0.84582,0.51626,1.22724,0.69484,1.27617,0.000946356,0.000946356,0.000946356
133,2710.06,0.91846,0.48972,0.98625,0.8988,0.76676,0.8418,0.52106,1.21874,0.69027,1.29444,0.000940855,0.000940855,0.000940855
134,2730.72,0.92996,0.49997,0.99751,0.92363,0.77556,0.85614,0.5192,1.24053,0.69049,1.31075,0.000935354,0.000935354,0.000935354
135,2750.25,0.92881,0.50056,0.99795,0.8648,0.80716,0.85565,0.52261,1.23147,0.67406,1.29378,0.000929853,0.000929853,0.000929853
136,2769.82,0.92687,0.49513,0.99318,0.8877,0.76551,0.85034,0.51348,1.24528,0.72827,1.32056,0.000924352,0.000924352,0.000924352
137,2789.27,0.90513,0.47818,0.9805,0.89688,0.77768,0.84318,0.51606,1.25487,0.70922,1.32985,0.00091885,0.00091885,0.00091885
138,2808.87,0.92385,0.50007,0.99372,0.86222,0.7811,0.84467,0.51312,1.21885,0.6645,1.28751,0.000913349,0.000913349,0.000913349
139,2828.22,0.91562,0.49005,0.99041,0.86427,0.78397,0.8445,0.51586,1.23208,0.69374,1.28284,0.000907848,0.000907848,0.000907848
140,2847.73,0.92531,0.49729,0.99303,0.86103,0.79326,0.84505,0.50942,1.23029,0.71687,1.29077,0.000902347,0.000902347,0.000902347
141,2867.12,0.89095,0.4738,0.97485,0.86582,0.78798,0.84192,0.51698,1.21034,0.68554,1.27981,0.000896846,0.000896846,0.000896846
142,2886.49,0.89707,0.47231,0.98143,0.85427,0.79281,0.83982,0.51874,1.24828,0.69767,1.32286,0.000891345,0.000891345,0.000891345
143,2905.81,0.91308,0.48302,0.98806,0.86759,0.81082,0.86603,0.52987,1.22596,0.68603,1.28016,0.000885844,0.000885844,0.000885844
144,2925.26,0.89892,0.47691,0.98601,0.87124,0.78466,0.84933,0.5175,1.24481,0.68414,1.31088,0.000880343,0.000880343,0.000880343
145,2944.68,0.9144,0.48658,0.99119,0.85077,0.80834,0.85366,0.52386,1.21502,0.65334,1.29447,0.000874842,0.000874842,0.000874842
146,2964.05,0.89732,0.47754,0.98139,0.87538,0.80208,0.85819,0.51943,1.19988,0.68152,1.2621,0.00086934,0.00086934,0.00086934
147,2983.78,0.90405,0.48331,0.98434,0.83741,0.80052,0.84441,0.51771,1.24167,0.68153,1.30229,0.000863839,0.000863839,0.000863839
148,3004.03,0.90117,0.47874,0.98702,0.86829,0.79948,0.84977,0.5183,1.24273,0.71257,1.29705,0.000858338,0.000858338,0.000858338
149,3026.99,0.9062,0.48139,0.97822,0.8522,0.79468,0.8471,0.51645,1.23791,0.75527,1.30266,0.000852837,0.000852837,0.000852837
150,3051.86,0.90644,0.49034,0.99403,0.88404,0.79779,0.85417,0.51452,1.23106,0.65806,1.29767,0.000847336,0.000847336,0.000847336
151,3076.69,0.89233,0.47055,0.97611,0.86162,0.79492,0.83895,0.51395,1.2199,0.68772,1.2882,0.000841835,0.000841835,0.000841835
152,3101.03,0.8941,0.47028,0.98321,0.85445,0.80737,0.84825,0.51813,1.23517,0.68862,1.31786,0.000836334,0.000836334,0.000836334
153,3125.49,0.89049,0.47023,0.98061,0.85593,0.79645,0.84152,0.51178,1.22294,0.70776,1.29839,0.000830833,0.000830833,0.000830833
154,3147.89,0.90097,0.48022,0.98657,0.85687,0.81986,0.85863,0.52181,1.22282,0.65385,1.28168,0.000825332,0.000825332,0.000825332
155,3170.13,0.90447,0.4798,0.99011,0.86518,0.7822,0.84263,0.51628,1.24242,0.67676,1.30336,0.000819831,0.000819831,0.000819831
156,3194.83,0.89007,0.47362,0.97514,0.87938,0.80419,0.85973,0.53181,1.20748,0.68945,1.27246,0.000814329,0.000814329,0.000814329
157,3220.5,0.90085,0.47529,0.98219,0.88724,0.80197,0.86,0.52469,1.22159,0.69962,1.30011,0.000808828,0.000808828,0.000808828
158,3243.47,0.88128,0.46116,0.96813,0.87878,0.78342,0.85487,0.52497,1.21272,0.65212,1.28497,0.000803327,0.000803327,0.000803327
159,3265.84,0.88533,0.46277,0.9737,0.89234,0.79402,0.8647,0.52992,1.21705,0.65593,1.27348,0.000797826,0.000797826,0.000797826
160,3288.16,0.86975,0.45207,0.96922,0.88514,0.78588,0.85826,0.52569,1.22403,0.69337,1.28648,0.000792325,0.000792325,0.000792325
161,3310.57,0.8844,0.47062,0.97714,0.84467,0.81024,0.85256,0.53143,1.20604,0.64875,1.29228,0.000786824,0.000786824,0.000786824
162,3332.98,0.89108,0.46959,0.97146,0.89084,0.79182,0.85726,0.52589,1.20298,0.67461,1.27686,0.000781323,0.000781323,0.000781323
163,3355.3,0.87921,0.46321,0.98054,0.89003,0.78122,0.84954,0.52853,1.1942,0.70637,1.26259,0.000775822,0.000775822,0.000775822
164,3376.87,0.87913,0.45469,0.97225,0.88892,0.80363,0.84874,0.51829,1.22635,0.6445,1.3018,0.000770321,0.000770321,0.000770321
165,3398.23,0.88558,0.46162,0.97923,0.87662,0.79974,0.8598,0.53348,1.20926,0.66601,1.27335,0.00076482,0.00076482,0.00076482
166,3419.45,0.87337,0.46559,0.96776,0.82929,0.82098,0.85344,0.5324,1.21964,0.69201,1.30142,0.000759318,0.000759318,0.000759318
167,3440.83,0.88072,0.46984,0.97667,0.85039,0.80576,0.85145,0.51963,1.20854,0.68824,1.27117,0.000753817,0.000753817,0.000753817
168,3462.07,0.8707,0.45261,0.96384,0.86209,0.82426,0.86377,0.51873,1.22017,0.69374,1.28,0.000748316,0.000748316,0.000748316
169,3483.36,0.87032,0.44999,0.97277,0.89293,0.79875,0.86841,0.53457,1.20823,0.66102,1.27651,0.000742815,0.000742815,0.000742815
170,3504.69,0.88605,0.45897,0.97287,0.89433,0.79877,0.86167,0.53276,1.22194,0.68481,1.29939,0.000737314,0.000737314,0.000737314
171,3526.02,0.87348,0.46042,0.969,0.90259,0.80536,0.86915,0.53832,1.22552,0.65451,1.30196,0.000731813,0.000731813,0.000731813
172,3547.4,0.86201,0.4507,0.96658,0.88195,0.80686,0.85223,0.53011,1.24808,0.66345,1.31856,0.000726312,0.000726312,0.000726312
173,3568.71,0.87541,0.46452,0.97621,0.86262,0.81232,0.85946,0.5338,1.21872,0.69127,1.31191,0.000720811,0.000720811,0.000720811
174,3590.07,0.87729,0.4532,0.96681,0.85273,0.82664,0.85668,0.52868,1.23595,0.65227,1.32148,0.00071531,0.00071531,0.00071531
175,3611.35,0.86497,0.45045,0.96444,0.89839,0.79072,0.85679,0.52795,1.25452,0.69387,1.31918,0.000709809,0.000709809,0.000709809
176,3632.74,0.86815,0.46276,0.96449,0.89069,0.80712,0.85988,0.52818,1.24286,0.65109,1.3097,0.000704307,0.000704307,0.000704307
177,3653.92,0.8587,0.45312,0.96642,0.88875,0.81321,0.86999,0.53203,1.228,0.66726,1.30533,0.000698806,0.000698806,0.000698806
178,3674.94,0.85731,0.45152,0.9633,0.86586,0.80639,0.86049,0.52622,1.24256,0.66914,1.31974,0.000693305,0.000693305,0.000693305
179,3695.47,0.8595,0.44927,0.96172,0.87525,0.7857,0.84468,0.51681,1.22676,0.6765,1.2973,0.000687804,0.000687804,0.000687804
180,3716.02,0.85952,0.44175,0.95674,0.87317,0.80882,0.86452,0.53046,1.2194,0.65526,1.30601,0.000682303,0.000682303,0.000682303
181,3735.75,0.86063,0.45278,0.97012,0.89093,0.78685,0.85171,0.52476,1.24841,0.66126,1.31845,0.000676802,0.000676802,0.000676802
182,3755.19,0.8431,0.4407,0.96625,0.87237,0.80297,0.85222,0.5223,1.25031,0.6475,1.33229,0.000671301,0.000671301,0.000671301
183,3774.58,0.85135,0.44899,0.96959,0.86879,0.82151,0.85864,0.52487,1.23208,0.61966,1.32228,0.0006658,0.0006658,0.0006658
184,3793.65,0.84783,0.44001,0.9547,0.85171,0.82392,0.85843,0.52574,1.22997,0.65939,1.31944,0.000660299,0.000660299,0.000660299
