epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
107,2071.42,0.79112,0.40743,0.95413,0.90019,0.81544,0.87446,0.54549,1.17267,0.66932,1.26493,0.000500767,0.000500767,0.000500767
108,2091.12,0.79558,0.41279,0.95979,0.8781,0.82991,0.87172,0.54288,1.1973,0.66452,1.26949,0.000489765,0.000489765,0.000489765
109,2110.67,0.79621,0.41266,0.95673,0.89352,0.82628,0.87609,0.54784,1.18146,0.66163,1.28363,0.000478762,0.000478762,0.000478762
110,2130.15,0.78432,0.4047,0.94855,0.88284,0.82832,0.87615,0.54773,1.17492,0.66534,1.27165,0.00046776,0.00046776,0.00046776
111,2149.84,0.79066,0.40591,0.95409,0.88571,0.83547,0.87121,0.54557,1.15371,0.67702,1.24928,0.000456758,0.000456758,0.000456758
112,2168.84,0.78276,0.401,0.95441,0.90357,0.83147,0.87941,0.54657,1.16804,0.654,1.26708,0.000445756,0.000445756,0.000445756
113,2187.93,0.7808,0.39916,0.95717,0.92715,0.81597,0.87839,0.5456,1.15571,0.68712,1.27226,0.000434754,0.000434754,0.000434754
114,2206.95,0.78085,0.39714,0.94977,0.91764,0.82105,0.87893,0.54248,1.17563,0.65709,1.26689,0.000423751,0.000423751,0.000423751
115,2225.97,0.79178,0.40423,0.95788,0.89973,0.84562,0.88483,0.54906,1.1701,0.69186,1.26844,0.000412749,0.000412749,0.000412749
116,2245,0.78019,0.39726,0.94668,0.90643,0.81812,0.87462,0.54916,1.16732,0.64041,1.24933,0.000401747,0.000401747,0.000401747
117,2264.04,0.77526,0.3933,0.94446,0.90397,0.83033,0.8862,0.55012,1.15918,0.63695,1.25203,0.000390745,0.000390745,0.000390745
118,2283,0.76839,0.39146,0.94445,0.89869,0.84192,0.88453,0.54434,1.18034,0.65734,1.26617,0.000379743,0.000379743,0.000379743
119,2302.08,0.76167,0.39002,0.947,0.90218,0.83385,0.88921,0.55566,1.15722,0.60679,1.25918,0.00036874,0.00036874,0.00036874
120,2321.21,0.7645,0.38481,0.9429,0.91593,0.81481,0.87962,0.56319,1.15978,0.64643,1.25634,0.000357738,0.000357738,0.000357738
121,2340.36,0.76059,0.3825,0.93885,0.90221,0.82076,0.87857,0.55241,1.1678,0.61813,1.28836,0.000346736,0.000346736,0.000346736
122,2359.45,0.7675,0.38756,0.94571,0.90124,0.83382,0.88888,0.55476,1.17302,0.65698,1.27727,0.000335734,0.000335734,0.000335734
123,2378.48,0.74984,0.38378,0.93748,0.92501,0.81462,0.88382,0.55599,1.17045,0.64555,1.28208,0.000324732,0.000324732,0.000324732
124,2397.58,0.74683,0.37765,0.93435,0.91144,0.81706,0.88267,0.5556,1.1674,0.66607,1.28319,0.000313729,0.000313729,0.000313729
125,2416.7,0.74465,0.37559,0.93124,0.90677,0.81438,0.87704,0.55633,1.17854,0.70025,1.30162,0.000302727,0.000302727,0.000302727
126,2435.86,0.74784,0.38217,0.94116,0.89907,0.84131,0.88904,0.56209,1.18045,0.64884,1.28005,0.000291725,0.000291725,0.000291725
127,2455.11,0.74627,0.38143,0.9361,0.8823,0.84393,0.89054,0.5578,1.17298,0.66272,1.27261,0.000280723,0.000280723,0.000280723
128,2474.15,0.7448,0.3807,0.93091,0.88219,0.84429,0.87837,0.55308,1.17128,0.61416,1.27297,0.000269721,0.000269721,0.000269721
129,2493.34,0.73918,0.37235,0.93547,0.91078,0.82411,0.88416,0.56035,1.16119,0.6468,1.25269,0.000258718,0.000258718,0.000258718
130,2512.4,0.74041,0.37128,0.93144,0.90441,0.83254,0.88478,0.55689,1.16698,0.65043,1.27506,0.000247716,0.000247716,0.000247716
131,2531.64,0.72649,0.3669,0.92459,0.91274,0.83007,0.88708,0.55889,1.16619,0.6744,1.26425,0.000236714,0.000236714,0.000236714
132,2550.71,0.7303,0.36879,0.93384,0.90968,0.82904,0.88655,0.56175,1.15625,0.63304,1.26976,0.000225712,0.000225712,0.000225712
133,2569.91,0.72987,0.37384,0.9362,0.90464,0.82855,0.88406,0.55823,1.1633,0.63235,1.28971,0.00021471,0.00021471,0.00021471
134,2588.97,0.73894,0.37235,0.92952,0.92123,0.82645,0.90003,0.56077,1.16585,0.64722,1.2929,0.000203707,0.000203707,0.000203707
135,2608.11,0.72225,0.36695,0.92679,0.91796,0.82835,0.89439,0.563,1.16418,0.65623,1.28385,0.000192705,0.000192705,0.000192705
136,2627.27,0.7298,0.3669,0.92815,0.92694,0.82802,0.90203,0.56257,1.16775,0.63441,1.29323,0.000181703,0.000181703,0.000181703
137,2646.38,0.72412,0.3636,0.93149,0.9116,0.82643,0.89169,0.56333,1.16073,0.64454,1.2746,0.000170701,0.000170701,0.000170701
138,2665.6,0.71891,0.36623,0.93503,0.90643,0.83522,0.88977,0.56196,1.15442,0.63463,1.27464,0.000159699,0.000159699,0.000159699
139,2684.92,0.71616,0.36687,0.93539,0.92045,0.82474,0.89195,0.56455,1.14688,0.64885,1.25606,0.000148696,0.000148696,0.000148696
140,2704.22,0.70513,0.35815,0.92159,0.87636,0.86352,0.89828,0.56438,1.15,0.6672,1.27132,0.000137694,0.000137694,0.000137694
141,2747.42,0.71567,0.34211,0.92163,0.88991,0.83588,0.88283,0.55272,1.15941,0.61732,1.28354,0.000126692,0.000126692,0.000126692
142,2766.56,0.69373,0.33211,0.90691,0.91182,0.83199,0.88289,0.55614,1.16678,0.6261,1.3006,0.00011569,0.00011569,0.00011569
143,2785.64,0.68158,0.32743,0.90973,0.90268,0.8314,0.88047,0.55402,1.16174,0.65221,1.2773,0.000104688,0.000104688,0.000104688
144,2804.79,0.68957,0.3303,0.90888,0.91634,0.82908,0.8845,0.55653,1.15119,0.63391,1.27868,9.36854e-05,9.36854e-05,9.36854e-05
145,2823.69,0.67356,0.32632,0.90434,0.90805,0.83712,0.89463,0.55966,1.15786,0.62028,1.28814,8.26832e-05,8.26832e-05,8.26832e-05
146,2842.65,0.68062,0.3288,0.90343,0.90973,0.83123,0.89746,0.5607,1.14973,0.6305,1.28848,7.1681e-05,7.1681e-05,7.1681e-05
147,2861.78,0.66099,0.32041,0.89432,0.90961,0.8332,0.89517,0.56232,1.14628,0.63409,1.28089,6.06788e-05,6.06788e-05,6.06788e-05
148,2880.94,0.66167,0.3167,0.89823,0.90957,0.83416,0.89483,0.56009,1.14849,0.63817,1.28179,4.96766e-05,4.96766e-05,4.96766e-05
149,2899.88,0.66367,0.32046,0.8971,0.9161,0.83849,0.89629,0.56288,1.13968,0.62999,1.27209,3.86744e-05,3.86744e-05,3.86744e-05
150,2918.92,0.66337,0.31988,0.90023,0.91507,0.83061,0.89244,0.56227,1.14071,0.62118,1.27366,2.76722e-05,2.76722e-05,2.76722e-05
