epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1084.45,0.42593,0.66309,0.82028,0.99993,1,0.995,0.9586,0.29213,0.2678,0.72536,0.00333226,0.00333226,0.00333226
2,2127.76,0.4148,0.34585,0.81946,0.99924,0.99986,0.99498,0.97374,0.24711,0.2371,0.71831,0.0066216,0.0066216,0.0066216
3,3151.01,0.39539,0.33075,0.81933,0.99827,0.99981,0.99499,0.98046,0.22115,0.21096,0.72276,0.00986694,0.00986694,0.00986694
4,4176.8,0.34749,0.28866,0.81228,0.99973,0.99995,0.995,0.98075,0.20074,0.318,0.71166,0.009802,0.009802,0.009802
5,5192.55,0.3075,0.25063,0.80377,0.99993,1,0.995,0.98854,0.17553,0.15369,0.70696,0.009736,0.009736,0.009736
6,6211.96,0.28703,0.23582,0.79792,0.99997,0.99995,0.995,0.98999,0.16291,0.14052,0.70092,0.00967,0.00967,0.00967
7,7228.35,0.27631,0.22223,0.7937,0.99995,1,0.995,0.99046,0.15688,0.12929,0.69906,0.009604,0.009604,0.009604
8,8249.16,0.265,0.21577,0.7916,0.99992,1,0.995,0.9907,0.15339,0.12465,0.69735,0.009538,0.009538,0.009538
9,9266.42,0.2585,0.20812,0.79108,0.99998,1,0.995,0.99133,0.14822,0.11477,0.69653,0.009472,0.009472,0.009472
10,10280.6,0.25255,0.20238,0.78889,0.99999,1,0.995,0.99133,0.14484,0.10991,0.69478,0.009406,0.009406,0.009406
11,11295.9,0.24938,0.20044,0.78851,0.99993,1,0.995,0.99169,0.14231,0.10685,0.69426,0.00934,0.00934,0.00934
12,12308.4,0.24446,0.19576,0.78808,0.99996,1,0.995,0.99187,0.13986,0.10307,0.6938,0.009274,0.009274,0.009274
13,13326.6,0.24113,0.19282,0.78817,0.99995,1,0.995,0.99175,0.13987,0.10244,0.69344,0.009208,0.009208,0.009208
14,14346.5,0.23938,0.18965,0.78665,0.99998,1,0.995,0.99186,0.13798,0.10014,0.69295,0.009142,0.009142,0.009142
15,15367.8,0.2357,0.18756,0.78628,0.99995,1,0.995,0.9918,0.13767,0.09893,0.69265,0.009076,0.009076,0.009076
16,16389.5,0.23536,0.18501,0.78508,0.99997,1,0.995,0.99188,0.13709,0.09691,0.69244,0.00901,0.00901,0.00901
17,17409.2,0.23428,0.18658,0.78595,0.99997,1,0.995,0.99186,0.13686,0.09603,0.6925,0.008944,0.008944,0.008944
18,18424.6,0.23294,0.18322,0.78397,0.99997,1,0.995,0.99192,0.13642,0.09566,0.69239,0.008878,0.008878,0.008878
19,19441.6,0.23068,0.18409,0.78498,0.99999,1,0.995,0.99188,0.1363,0.09525,0.6923,0.008812,0.008812,0.008812
20,20457.3,0.22809,0.18016,0.78477,0.99999,1,0.995,0.99189,0.13618,0.09511,0.69234,0.008746,0.008746,0.008746
21,21474.2,0.22811,0.18001,0.78443,0.99999,1,0.995,0.99188,0.13582,0.0946,0.69228,0.00868,0.00868,0.00868
22,22492.3,0.22608,0.17792,0.78219,0.99999,1,0.995,0.99186,0.13569,0.09395,0.69225,0.008614,0.008614,0.008614
23,23509.1,0.2272,0.17928,0.78456,0.99999,1,0.995,0.99185,0.13564,0.09342,0.69228,0.008548,0.008548,0.008548
24,24527.5,0.22588,0.17834,0.78466,0.99999,1,0.995,0.9919,0.13582,0.09405,0.69234,0.008482,0.008482,0.008482
25,25542.5,0.22373,0.17597,0.785,0.99999,1,0.995,0.99187,0.13585,0.09399,0.69239,0.008416,0.008416,0.008416
26,26557.6,0.22469,0.17677,0.78382,0.99999,1,0.995,0.99189,0.13586,0.09367,0.69251,0.00835,0.00835,0.00835
27,27574.6,0.22291,0.17447,0.78302,0.99999,1,0.995,0.99189,0.1359,0.09339,0.69259,0.008284,0.008284,0.008284
28,28591.4,0.2222,0.1739,0.78325,0.99999,1,0.995,0.99191,0.13593,0.09276,0.69266,0.008218,0.008218,0.008218
29,29606.5,0.22071,0.17163,0.78233,0.99999,1,0.995,0.99187,0.13602,0.09267,0.69269,0.008152,0.008152,0.008152
30,30621.9,0.22112,0.17239,0.78273,0.99999,1,0.995,0.99194,0.13606,0.09216,0.69271,0.008086,0.008086,0.008086
31,31637.1,0.21841,0.17062,0.78245,0.99999,1,0.995,0.99188,0.13605,0.09235,0.69274,0.00802,0.00802,0.00802
32,32651.5,0.21876,0.17197,0.78347,0.99999,1,0.995,0.99189,0.13601,0.09215,0.69277,0.007954,0.007954,0.007954
33,33667.7,0.21808,0.16998,0.7826,0.99999,1,0.995,0.99193,0.13596,0.09182,0.69275,0.007888,0.007888,0.007888
34,34686.3,0.21773,0.17027,0.78217,0.99999,1,0.995,0.99193,0.13587,0.09163,0.69272,0.007822,0.007822,0.007822
35,35708.4,0.21604,0.16765,0.7822,0.99999,1,0.995,0.99197,0.13585,0.09132,0.69267,0.007756,0.007756,0.007756
36,36729.4,0.21769,0.16923,0.78162,0.99999,1,0.995,0.99195,0.13577,0.09124,0.69258,0.00769,0.00769,0.00769
37,37747.8,0.21853,0.1699,0.78292,0.99999,1,0.995,0.99201,0.1355,0.09068,0.69259,0.007624,0.007624,0.007624
38,38763.2,0.21527,0.16665,0.78037,0.99999,1,0.995,0.99198,0.13572,0.09106,0.69264,0.007558,0.007558,0.007558
39,39780.1,0.21541,0.16902,0.7813,0.99999,1,0.995,0.992,0.1358,0.09123,0.69269,0.007492,0.007492,0.007492
40,40798.1,0.21354,0.16739,0.78137,0.99999,1,0.995,0.99203,0.13574,0.09179,0.69274,0.007426,0.007426,0.007426
41,41816.1,0.21349,0.16754,0.78244,0.99999,1,0.995,0.99205,0.13543,0.09148,0.6926,0.00736,0.00736,0.00736
42,42835.5,0.21482,0.16846,0.78124,0.99999,1,0.995,0.9921,0.13531,0.09116,0.69244,0.007294,0.007294,0.007294
43,43853,0.2136,0.16834,0.78254,0.99999,1,0.995,0.99213,0.13524,0.09086,0.69234,0.007228,0.007228,0.007228
44,44871.9,0.21275,0.1662,0.7803,0.99999,1,0.995,0.9921,0.13492,0.09057,0.6922,0.007162,0.007162,0.007162
45,45891.2,0.21361,0.16594,0.78066,0.99999,1,0.995,0.99213,0.13492,0.09109,0.69213,0.007096,0.007096,0.007096
46,46909,0.21354,0.16802,0.78124,0.99999,1,0.995,0.99218,0.13474,0.09121,0.69204,0.00703,0.00703,0.00703
47,47927.9,0.21054,0.16426,0.78114,0.99999,1,0.995,0.99208,0.13448,0.09147,0.69194,0.006964,0.006964,0.006964
48,48947.2,0.2107,0.16301,0.78121,0.99999,1,0.995,0.99214,0.13425,0.0916,0.69182,0.006898,0.006898,0.006898
49,49966.3,0.21084,0.16385,0.7818,0.99999,1,0.995,0.99213,0.13406,0.09136,0.69167,0.006832,0.006832,0.006832
50,50986.1,0.21065,0.16355,0.78009,0.99999,1,0.995,0.99215,0.1339,0.09072,0.6916,0.006766,0.006766,0.006766
51,52006.5,0.21112,0.16531,0.78104,0.99999,1,0.995,0.99214,0.13389,0.0902,0.69152,0.0067,0.0067,0.0067
52,53024.6,0.21006,0.16421,0.7809,0.99999,1,0.995,0.99213,0.13393,0.08979,0.69141,0.006634,0.006634,0.006634
53,54044.4,0.20971,0.16093,0.77972,0.99999,1,0.995,0.99218,0.1339,0.08976,0.69135,0.006568,0.006568,0.006568
54,55063.3,0.20917,0.16027,0.77984,0.99999,1,0.995,0.99216,0.13384,0.08973,0.69135,0.006502,0.006502,0.006502
55,56082.8,0.20881,0.16027,0.78076,0.99999,1,0.995,0.9922,0.13383,0.09019,0.69136,0.006436,0.006436,0.006436
56,57100.8,0.20825,0.15913,0.7794,0.99999,1,0.995,0.99224,0.13369,0.09065,0.69135,0.00637,0.00637,0.00637
57,58118.8,0.20796,0.1601,0.77942,0.99999,1,0.995,0.99224,0.134,0.09089,0.69144,0.006304,0.006304,0.006304
58,59139.2,0.20605,0.15809,0.7784,0.99999,1,0.995,0.99226,0.13403,0.09063,0.69149,0.006238,0.006238,0.006238
59,60164.4,0.20487,0.15842,0.77976,0.99999,1,0.995,0.99221,0.134,0.09052,0.69152,0.006172,0.006172,0.006172
60,61187.1,0.20489,0.15756,0.77907,0.99999,1,0.995,0.99227,0.13393,0.09,0.69144,0.006106,0.006106,0.006106
61,62210.5,0.2044,0.15774,0.77956,0.99999,1,0.995,0.99223,0.13386,0.08952,0.69132,0.00604,0.00604,0.00604
62,63233.1,0.20373,0.15577,0.77961,0.99999,1,0.995,0.99224,0.13394,0.08913,0.69133,0.005974,0.005974,0.005974
63,64252.9,0.20365,0.15632,0.77904,0.99999,1,0.995,0.99227,0.13389,0.08924,0.69126,0.005908,0.005908,0.005908
64,65277.6,0.2039,0.15648,0.77878,0.99999,1,0.995,0.99223,0.13386,0.08884,0.69123,0.005842,0.005842,0.005842
65,66300.2,0.20294,0.1556,0.77915,0.99999,1,0.995,0.99222,0.13383,0.08859,0.69119,0.005776,0.005776,0.005776
66,67321.7,0.20386,0.15509,0.77833,0.99999,1,0.995,0.99226,0.13384,0.08851,0.69123,0.00571,0.00571,0.00571
67,68344.2,0.20085,0.15303,0.77826,1,1,0.995,0.99226,0.1338,0.08806,0.69117,0.005644,0.005644,0.005644
68,69365.8,0.2023,0.15288,0.77941,1,1,0.995,0.99227,0.13369,0.08728,0.69114,0.005578,0.005578,0.005578
69,70386.1,0.20196,0.15367,0.778,1,1,0.995,0.99233,0.13347,0.08686,0.6911,0.005512,0.005512,0.005512
70,71406.5,0.20003,0.15109,0.77769,1,1,0.995,0.99232,0.13322,0.08672,0.69102,0.005446,0.005446,0.005446
71,72427.1,0.20137,0.15304,0.77838,1,1,0.995,0.99233,0.13308,0.08676,0.69095,0.00538,0.00538,0.00538
72,73448.1,0.19993,0.15202,0.77866,1,1,0.995,0.99234,0.13308,0.08679,0.69092,0.005314,0.005314,0.005314
73,74467.9,0.20067,0.15321,0.77904,1,1,0.995,0.99232,0.133,0.08691,0.69092,0.005248,0.005248,0.005248
74,75489.8,0.19802,0.15097,0.77749,1,1,0.995,0.99229,0.13304,0.0864,0.69083,0.005182,0.005182,0.005182
75,76507.9,0.19834,0.14999,0.77723,1,1,0.995,0.99231,0.13282,0.08584,0.69074,0.005116,0.005116,0.005116
76,77526.6,0.19788,0.14859,0.77902,1,1,0.995,0.99227,0.13275,0.08565,0.69065,0.00505,0.00505,0.00505
77,78545.2,0.19749,0.14984,0.77753,1,1,0.995,0.99235,0.13266,0.08523,0.69056,0.004984,0.004984,0.004984
78,79568.6,0.19769,0.14934,0.77673,1,1,0.995,0.99229,0.13262,0.08528,0.69047,0.004918,0.004918,0.004918
79,80590.3,0.19675,0.14823,0.77664,1,1,0.995,0.99229,0.13249,0.08508,0.69038,0.004852,0.004852,0.004852
80,81610.5,0.19539,0.14902,0.77761,1,1,0.995,0.99238,0.13245,0.08497,0.69029,0.004786,0.004786,0.004786
81,82631.3,0.19687,0.1518,0.7773,1,1,0.995,0.99238,0.1322,0.0852,0.69016,0.00472,0.00472,0.00472
82,83653.1,0.19587,0.15048,0.77767,1,1,0.995,0.99238,0.13194,0.08503,0.69002,0.004654,0.004654,0.004654
83,84675.8,0.19571,0.14972,0.7788,1,1,0.995,0.99237,0.13182,0.08507,0.68993,0.004588,0.004588,0.004588
84,85697.7,0.19435,0.14779,0.77846,1,1,0.995,0.99241,0.13167,0.08489,0.68984,0.004522,0.004522,0.004522
85,86718.5,0.19427,0.14665,0.77825,1,1,0.995,0.99238,0.13153,0.08511,0.68976,0.004456,0.004456,0.004456
86,87739.2,0.19343,0.14524,0.77673,1,1,0.995,0.99244,0.13139,0.08496,0.68969,0.00439,0.00439,0.00439
87,88760.6,0.19348,0.14577,0.77738,1,1,0.995,0.99243,0.13115,0.08542,0.68964,0.004324,0.004324,0.004324
88,89782.8,0.19308,0.14449,0.77741,1,1,0.995,0.99241,0.13107,0.08532,0.68956,0.004258,0.004258,0.004258
89,90806.7,0.19232,0.1441,0.77708,1,1,0.995,0.99243,0.131,0.08482,0.68951,0.004192,0.004192,0.004192
90,91829.2,0.19027,0.14327,0.77643,1,1,0.995,0.99248,0.13098,0.08575,0.68943,0.004126,0.004126,0.004126
91,92851.7,0.19186,0.1453,0.77796,1,1,0.995,0.99243,0.13085,0.086,0.68944,0.00406,0.00406,0.00406
92,93873.6,0.19101,0.14514,0.77704,1,1,0.995,0.99243,0.13068,0.08586,0.68945,0.003994,0.003994,0.003994
93,94895.3,0.18929,0.14236,0.77586,1,1,0.995,0.99247,0.13046,0.08563,0.68943,0.003928,0.003928,0.003928
